"protocol","port","content_length","content_type","content_charset","method","path","encoding","duration","class"
1,58611,133,3,0,0,0,4,"17.0","normal"
0,17942,358,8,0,1,6,0,"48.78689356563374","attack_BruteForce"
0,61511,0,1,0,0,2,3,"21.0","normal"
2,59916,0,5,0,1,6,3,"10.0","normal"
2,58747,305,3,0,0,2,"-1","4.0","normal"
0,18981,494,8,0,1,6,0,"23.0","attack_BruteForce"
0,54344,0,5,2,1,9,3,"22.0","normal"
2,54756,141,0,0,0,0,0,"12.0","normal"
0,63955,0,0,0,0,0,2,"5.0","normal"
0,22098,245,6,0,0,2,4,"23.0","attack_SQLi"
0,4444,0,"-1","-1",5,11,"-1","0.003612416477959827","attack_Scanner"
0,61805,262,0,0,2,0,0,"14.0","normal"
0,12169,484,8,0,1,6,0,"55.96459267317428","attack_BruteForce"
0,6666,0,"-1","-1",5,11,"-1","42.30525968264244","attack_Scanner"
0,25688,125,6,0,0,1,4,"2.0","attack_SQLi"
1,8000,81568,"-1","-1",0,0,"-1","21.0","attack_DDoS"
0,50929,0,5,2,1,2,0,"9.0","normal"
0,47602,0,"-1","-1",0,11,"-1","49.41393941269033","attack_PathTraversal"
0,11198,365,8,0,1,6,0,"0.004045840847908936","attack_BruteForce"
0,32163,267,5,0,1,5,2,"28.325122228184494","attack_XSS"
2,64651,448,5,2,0,0,0,"1.0","normal"
2,57985,315,4,0,1,10,2,"46.0","normal"
0,11444,268,8,0,1,6,0,"11.0","attack_BruteForce"
1,8000,31947,"-1","-1",0,2,"-1","11.929591076327853","attack_DDoS"
0,50486,0,1,2,0,1,0,"5.0","normal"
0,54985,0,5,0,0,4,"-1","3.0","normal"
0,64035,315,5,1,0,4,0,"1.0","normal"
0,45424,0,"-1","-1",0,11,"-1","27.0","attack_PathTraversal"
0,25511,378,6,0,0,1,4,"0.0031891264401253173","attack_SQLi"
2,49540,0,1,0,0,2,"-1","32.0","normal"
2,64295,0,1,"-1",1,3,2,"1.0","normal"
0,11537,246,8,0,1,6,0,"0.00037337273425895655","attack_BruteForce"
0,7777,0,"-1","-1",5,11,"-1","53.247564384558466","attack_Scanner"
2,65405,463,"-1",0,0,2,4,"6.0","normal"
0,20107,253,6,0,0,1,4,"0.0014594183580455544","attack_SQLi"
1,62635,220,4,1,0,2,2,"5.0","normal"
0,28111,175,6,0,0,2,4,"15.839140833017758","attack_SQLi"
2,61474,0,1,"-1",0,2,1,"24.0","normal"
0,43714,0,"-1","-1",0,11,"-1","52.0672469030071","attack_PathTraversal"
2,53072,435,1,0,0,2,1,"7.0","normal"
0,27965,381,6,0,0,2,4,"0.0056727576985720445","attack_SQLi"
2,65183,224,4,0,0,7,0,"8.0","normal"
2,59296,285,4,0,1,2,0,"5.0","normal"
0,41307,0,"-1","-1",0,11,"-1","0.009704347078761652","attack_PathTraversal"
0,8080,50056,"-1","-1",0,6,"-1","20.164157950215383","attack_DDoS"
0,32200,413,5,0,1,5,2,"56.841217624348644","attack_XSS"
0,55724,0,5,0,4,0,0,"9.0","normal"
0,19358,301,8,0,1,6,0,"3.0","attack_BruteForce"
0,38701,842,5,0,1,5,2,"18.0","attack_XSS"
2,64563,449,3,0,4,0,3,"21.0","normal"
2,62801,397,5,0,0,0,"-1","8.0","normal"
3,59036,294,2,0,0,0,2,"7.0","normal"
0,49588,0,"-1","-1",0,11,"-1","56.26917376507566","attack_PathTraversal"
0,50745,167,5,0,5,9,2,"13.0","normal"
2,53564,347,5,0,1,2,0,"2.0","normal"
0,37882,964,5,0,1,5,2,"0.0014187665419687844","attack_XSS"
0,23095,137,6,0,0,1,4,"12.183006909931901","attack_SQLi"
1,61989,394,4,0,0,4,"-1","9.0","normal"
2,63444,204,3,2,0,9,0,"7.0","normal"
0,443,87219,"-1","-1",0,0,"-1","10.0","attack_DDoS"
0,65013,0,5,0,0,9,0,"33.0","normal"
0,34046,598,5,0,1,5,2,"28.0","attack_XSS"
2,61001,382,5,0,3,8,0,"18.0","normal"
0,25614,404,6,0,0,1,4,"1.0","attack_SQLi"
0,51465,178,6,0,0,2,2,"1.0","normal"
0,47599,0,"-1","-1",0,11,"-1","0.009194976037629648","attack_PathTraversal"
0,55344,0,1,0,0,4,2,"23.0","normal"
0,42596,0,"-1","-1",0,11,"-1","0.0","attack_PathTraversal"
1,8000,38087,"-1","-1",0,6,"-1","0.0033405766562055695","attack_DDoS"
0,42873,0,"-1","-1",0,11,"-1","33.735215625341105","attack_PathTraversal"
0,31703,530,5,0,1,5,2,"18.0","attack_XSS"
0,7777,0,"-1","-1",5,11,"-1","0.003692391415676537","attack_Scanner"
0,26818,118,6,0,0,2,4,"2.0","attack_SQLi"
0,28895,412,6,0,0,1,4,"2.0","attack_SQLi"
0,5555,0,"-1","-1",5,11,"-1","0.0044475548040632485","attack_Scanner"
0,4444,0,"-1","-1",5,11,"-1","14.041431009843427","attack_Scanner"
0,4444,0,"-1","-1",5,11,"-1","25.747920202254328","attack_Scanner"
0,27708,251,6,0,0,2,4,"0.008834580954179981","attack_SQLi"
0,59713,462,4,0,0,7,0,"7.0","normal"
0,53205,311,0,0,2,7,2,"23.0","normal"
0,7777,0,"-1","-1",5,11,"-1","40.62536065728985","attack_Scanner"
0,6666,0,"-1","-1",5,11,"-1","0.006579829655429074","attack_Scanner"
1,61099,0,5,0,0,2,0,"6.0","normal"
1,53229,269,5,0,0,0,3,"13.0","normal"
0,50085,0,1,2,0,0,0,"2.0","normal"
0,58346,112,5,0,0,2,0,"6.0","normal"
0,64789,450,6,0,0,2,1,"6.0","normal"
2,60621,0,2,0,0,0,0,"34.0","normal"
0,22186,196,6,0,0,2,4,"46.504267386871014","attack_SQLi"
2,50503,116,1,0,1,2,0,"2.0","normal"
2,52238,373,5,0,0,2,2,"2.0","normal"
0,26612,148,6,0,0,1,4,"0.007041580069870328","attack_SQLi"
2,63486,225,3,0,0,10,0,"0.0","normal"
0,19032,423,8,0,1,6,0,"0.00044476171143030817","attack_BruteForce"
0,30320,477,5,0,1,5,2,"0.005956003736465629","attack_XSS"
0,19410,491,8,0,1,6,0,"0.005662629585054815","attack_BruteForce"
0,65227,416,1,0,0,2,3,"49.0","normal"
0,28934,338,6,0,0,1,4,"2.0","attack_SQLi"
2,57062,0,5,0,0,3,2,"4.0","normal"
0,60623,399,5,1,0,10,0,"13.0","normal"
0,53222,0,4,0,0,7,0,"17.0","normal"
0,20354,278,6,0,0,1,4,"0.005699049314310458","attack_SQLi"
0,58458,0,5,0,0,2,4,"3.0","normal"
0,7777,0,"-1","-1",5,11,"-1","0.005963367703743238","attack_Scanner"
1,62996,0,5,0,1,8,0,"2.0","normal"
0,37050,457,5,0,1,5,2,"0.0003152967191285205","attack_XSS"
2,55606,416,5,0,0,2,0,"2.0","normal"
2,62144,167,2,"-1",0,0,"-1","27.0","normal"
0,42814,0,"-1","-1",0,11,"-1","0.005356435392611277","attack_PathTraversal"
2,54793,424,1,2,0,2,0,"10.0","normal"
0,24960,91,6,0,0,2,4,"0.0","attack_SQLi"
0,443,30790,"-1","-1",0,2,"-1","52.55543490473744","attack_DDoS"
3,63890,0,4,0,0,0,1,"39.0","normal"
0,13977,100,8,0,1,6,0,"0.00496004359834052","attack_BruteForce"
0,8000,95695,"-1","-1",0,2,"-1","0.008884046462872108","attack_DDoS"
0,61922,468,5,0,0,0,0,"2.0","normal"
0,22466,112,6,0,0,2,4,"23.983867897969315","attack_SQLi"
0,7777,0,"-1","-1",5,11,"-1","11.773916749733539","attack_Scanner"
0,39963,460,5,0,1,5,2,"29.316292611300106","attack_XSS"
0,12599,234,8,0,1,6,0,"1.0","attack_BruteForce"
0,55329,157,5,0,0,2,3,"12.0","normal"
2,53654,358,6,0,0,0,0,"7.0","normal"
3,61047,400,1,0,0,0,0,"7.0","normal"
1,443,88922,"-1","-1",0,2,"-1","2.0","attack_DDoS"
2,56094,102,3,0,1,0,3,"0.0","normal"
0,56883,444,5,0,1,4,0,"8.0","normal"
0,58220,0,5,0,0,0,0,"4.0","normal"
0,4444,0,"-1","-1",5,11,"-1","34.739063043111656","attack_Scanner"
1,51981,175,4,1,0,2,0,"3.0","normal"
2,53651,242,5,0,0,0,2,"2.0","normal"
0,13981,198,8,0,1,6,0,"0.0015991580309652165","attack_BruteForce"
0,27269,437,6,0,0,1,4,"2.0","attack_SQLi"
0,33297,283,5,0,1,5,2,"5.0","attack_XSS"
0,16989,435,8,0,1,6,0,"0.005416815466401576","attack_BruteForce"
2,54797,144,5,0,0,0,0,"6.0","normal"
0,47004,0,"-1","-1",0,11,"-1","29.12340425977641","attack_PathTraversal"
0,7777,0,"-1","-1",5,11,"-1","0.003779227351212229","attack_Scanner"
0,43694,0,"-1","-1",0,11,"-1","13.0","attack_PathTraversal"
0,8000,57134,"-1","-1",0,6,"-1","0.005986645356493479","attack_DDoS"
0,35380,709,5,0,1,5,2,"13.860861774696449","attack_XSS"
0,23519,155,6,0,0,2,4,"19.0","attack_SQLi"
0,4444,0,"-1","-1",5,11,"-1","0.009186259436863579","attack_Scanner"
0,8080,26480,"-1","-1",0,2,"-1","20.288588834613634","attack_DDoS"
3,63832,238,0,1,0,4,0,"13.0","normal"
0,44189,0,"-1","-1",0,11,"-1","2.0","attack_PathTraversal"
0,39456,248,5,0,1,5,2,"55.3017572010104","attack_XSS"
1,443,52919,"-1","-1",0,6,"-1","14.0","attack_DDoS"
2,61905,453,4,0,1,6,0,"1.0","normal"
0,64818,109,1,2,0,0,0,"6.0","normal"
3,50558,324,1,0,0,4,0,"29.0","normal"
0,38617,823,5,0,1,5,2,"4.0","attack_XSS"
0,13667,325,8,0,1,6,0,"2.0","attack_BruteForce"
1,80,91936,"-1","-1",0,0,"-1","0.009435283877906845","attack_DDoS"
0,443,63703,"-1","-1",0,0,"-1","0.00690632661940649","attack_DDoS"
0,38977,873,5,0,1,5,2,"0.009608019631389172","attack_XSS"
0,20862,308,6,0,0,1,4,"0.009644265185832801","attack_SQLi"
0,35432,535,5,0,1,5,2,"11.0","attack_XSS"
0,42440,0,"-1","-1",0,11,"-1","3.0","attack_PathTraversal"
0,47578,0,"-1","-1",0,11,"-1","9.0","attack_PathTraversal"
1,55525,189,5,0,0,3,0,"8.0","normal"
0,32945,665,5,0,1,5,2,"0.005261276591603758","attack_XSS"
2,52187,0,5,0,0,8,2,"0.0","normal"
0,59228,483,5,2,1,2,0,"0.0","normal"
3,54364,273,5,1,1,3,4,"1.0","normal"
2,50037,224,1,0,1,0,4,"12.0","normal"
0,8000,83466,"-1","-1",0,6,"-1","35.10292696239222","attack_DDoS"
1,57513,0,5,0,0,0,0,"1.0","normal"
1,60225,218,5,0,0,2,0,"35.0","normal"
3,49829,370,1,0,0,8,4,"4.0","normal"
0,8080,12166,"-1","-1",0,2,"-1","29.076295054072652","attack_DDoS"
0,62634,0,4,0,0,3,0,"0.0","normal"
2,63235,270,5,0,1,2,3,"6.0","normal"
0,7777,0,"-1","-1",5,11,"-1","0.0","attack_Scanner"
0,48167,0,"-1","-1",0,11,"-1","29.23336614362977","attack_PathTraversal"
0,443,49852,"-1","-1",0,0,"-1","10.603540141236714","attack_DDoS"
0,35554,485,5,0,1,5,2,"0.006799869619800037","attack_XSS"
0,8080,31071,"-1","-1",0,6,"-1","25.0","attack_DDoS"
0,37410,587,5,0,1,5,2,"47.43820761567834","attack_XSS"
2,49639,262,6,0,0,6,0,"0.0","normal"
0,8080,95426,"-1","-1",0,2,"-1","7.0","attack_DDoS"
0,43471,0,"-1","-1",0,11,"-1","20.49714387120919","attack_PathTraversal"
0,23585,194,6,0,0,2,4,"0.006154782987323319","attack_SQLi"
1,80,41378,"-1","-1",0,2,"-1","0.0011794303267413442","attack_DDoS"
1,443,92581,"-1","-1",0,2,"-1","10.0","attack_DDoS"
1,55270,376,3,2,0,10,2,"10.0","normal"
0,35530,679,5,0,1,5,2,"5.0","attack_XSS"
0,50602,0,1,0,0,6,0,"16.0","normal"
0,31570,817,5,0,1,5,2,"0.0013405964455640228","attack_XSS"
0,18797,209,8,0,1,6,0,"0.0012216472543710366","attack_BruteForce"
0,59864,466,5,0,1,0,0,"15.0","normal"
2,55686,245,5,0,0,9,0,"11.0","normal"
1,80,91447,"-1","-1",0,0,"-1","11.0","attack_DDoS"
2,50122,452,5,0,1,1,0,"0.0","normal"
0,7777,0,"-1","-1",5,11,"-1","4.0","attack_Scanner"
0,36678,610,5,0,1,5,2,"4.0","attack_XSS"
1,8080,11907,"-1","-1",0,2,"-1","0.0098922302733961","attack_DDoS"
2,49386,373,3,2,0,0,0,"1.0","normal"
0,56325,153,1,2,1,2,0,"46.0","normal"
0,34549,928,5,0,1,5,2,"40.54121041050115","attack_XSS"
0,8080,18616,"-1","-1",0,6,"-1","33.40335836812979","attack_DDoS"
0,7777,0,"-1","-1",5,11,"-1","52.05528814052097","attack_Scanner"
0,44662,0,"-1","-1",0,11,"-1","0.00031783905658705594","attack_PathTraversal"
0,63930,286,0,0,0,3,2,"14.0","normal"
0,39871,841,5,0,1,5,2,"0.005461724390225064","attack_XSS"
0,6666,0,"-1","-1",5,11,"-1","0.009743872526286237","attack_Scanner"
0,15356,463,8,0,1,6,0,"0.0026344587454504177","attack_BruteForce"
1,8000,27466,"-1","-1",0,2,"-1","16.765690752682254","attack_DDoS"
0,29576,480,6,0,0,1,4,"0.001438541987378512","attack_SQLi"
0,6666,0,"-1","-1",5,11,"-1","12.0","attack_Scanner"
0,47785,0,"-1","-1",0,11,"-1","0.005784831665339175","attack_PathTraversal"
1,61510,112,5,0,0,0,0,"26.0","normal"
0,51020,0,5,2,0,1,3,"20.0","normal"
0,29471,345,6,0,0,2,4,"1.0","attack_SQLi"
0,40539,0,"-1","-1",0,11,"-1","4.0","attack_PathTraversal"
1,80,74892,"-1","-1",0,6,"-1","0.0","attack_DDoS"
0,21523,424,6,0,0,2,4,"2.0","attack_SQLi"
1,8080,82783,"-1","-1",0,6,"-1","11.0","attack_DDoS"
0,7777,0,"-1","-1",5,11,"-1","13.738872303616581","attack_Scanner"
3,55014,450,1,0,0,0,2,"10.0","normal"
0,44412,0,"-1","-1",0,11,"-1","0.0027365419058885277","attack_PathTraversal"
0,41840,0,"-1","-1",0,11,"-1","23.227840916756605","attack_PathTraversal"
2,64711,320,5,2,0,0,0,"8.0","normal"
1,80,19376,"-1","-1",0,2,"-1","4.0","attack_DDoS"
2,54956,342,2,"-1",0,3,3,"9.0","normal"
0,29874,385,6,0,0,1,4,"14.081645095051577","attack_SQLi"
1,443,63049,"-1","-1",0,6,"-1","5.0","attack_DDoS"
0,5555,0,"-1","-1",5,11,"-1","0.009930011674055564","attack_Scanner"
0,52797,443,4,0,0,8,2,"0.0","normal"
0,54026,116,0,0,1,2,0,"21.0","normal"
0,6666,0,"-1","-1",5,11,"-1","4.0","attack_Scanner"
2,60973,0,5,2,0,2,0,"6.0","normal"
0,5555,0,"-1","-1",5,11,"-1","0.0052385443041228245","attack_Scanner"
1,8000,19328,"-1","-1",0,6,"-1","0.007726316383337056","attack_DDoS"
0,57516,0,3,0,0,2,0,"4.0","normal"
0,50224,221,5,0,0,4,3,"3.0","normal"
3,53262,298,3,1,1,2,3,"18.0","normal"
0,14028,268,8,0,1,6,0,"2.0","attack_BruteForce"
0,18458,475,8,0,1,6,0,"0.004667654454739739","attack_BruteForce"
0,33742,718,5,0,1,5,2,"38.57635136247151","attack_XSS"
0,7777,0,"-1","-1",5,11,"-1","0.003844797198406438","attack_Scanner"
0,44333,0,"-1","-1",0,11,"-1","49.160375218709824","attack_PathTraversal"
0,14935,111,8,0,1,6,0,"0.003268226055924752","attack_BruteForce"
0,59130,497,6,0,1,0,0,"26.0","normal"
0,6666,0,"-1","-1",5,11,"-1","8.0","attack_Scanner"
2,57818,105,4,0,1,4,0,"18.0","normal"
2,63875,225,2,0,2,10,2,"21.0","normal"
2,54550,306,5,2,0,2,2,"7.0","normal"
0,41645,0,"-1","-1",0,11,"-1","0.007523060694218411","attack_PathTraversal"
2,62270,412,1,0,0,0,0,"30.0","normal"
2,51573,158,2,0,0,2,4,"12.0","normal"
0,62565,457,5,1,0,0,4,"16.0","normal"
0,43010,0,"-1","-1",0,11,"-1","0.004518842438751203","attack_PathTraversal"
0,46485,0,"-1","-1",0,11,"-1","39.08884446420596","attack_PathTraversal"
0,51284,0,5,"-1",1,0,0,"6.0","normal"
0,36770,228,5,0,1,5,2,"50.29285955985611","attack_XSS"
0,8000,92322,"-1","-1",0,6,"-1","12.0","attack_DDoS"
1,443,69934,"-1","-1",0,6,"-1","1.0","attack_DDoS"
0,4444,0,"-1","-1",5,11,"-1","17.0","attack_Scanner"
0,42511,0,"-1","-1",0,11,"-1","44.61800591704495","attack_PathTraversal"
0,38828,690,5,0,1,5,2,"40.45217704289766","attack_XSS"
2,59297,180,3,2,0,3,4,"1.0","normal"
2,61062,262,2,0,0,10,0,"1.0","normal"
0,58959,128,3,1,0,2,0,"0.0","normal"
2,63463,0,0,0,1,4,2,"5.0","normal"
2,56769,0,5,0,1,2,0,"1.0","normal"
0,6666,0,"-1","-1",5,11,"-1","12.330753792347545","attack_Scanner"
2,60171,407,6,0,0,0,0,"14.0","normal"
1,8000,99036,"-1","-1",0,2,"-1","18.0","attack_DDoS"
2,52607,295,5,0,0,0,3,"22.0","normal"
2,64431,352,0,"-1",0,0,4,"18.0","normal"
0,11480,314,8,0,1,6,0,"40.0","attack_BruteForce"
0,43698,0,"-1","-1",0,11,"-1","0.007093091137936446","attack_PathTraversal"
2,57798,190,5,0,0,2,0,"18.0","normal"
2,63130,234,5,0,0,4,0,"5.0","normal"
0,61112,490,3,0,1,7,0,"8.0","normal"
